Retail Pharmacy Partner Name,Address 1,City,County,State,Zip Code,Vaccine,Date,Doses,Georeferenced Latitude & Longitude
Giant Eagle,2021 Wharton Street,Pittsburgh,Allegheny,PA,15203,Moderna,01/18/2021,100,POINT (-79.977315 40.430371)
Weis Markets Inc,313-337 W Bald Eagle St,Lock Haven,Clinton,PA,17745,Moderna,01/18/2021,100,POINT (-77.452987 41.133538)
Weis Markets Inc,2600 Willow St Pike North,Willow Street,Lancaster,PA,17584,Moderna,01/18/2021,100,POINT (-76.27983 39.984716)
Giant Eagle,155 Towne Centre Drive,Wexford,Allegheny,PA,15090,Moderna,01/18/2021,100,POINT (-80.054409 40.631533)
Rite Aid 07850,620 E Allegheny Avenue,Emporium,Cameron,PA,15834,Moderna,01/18/2021,200,POINT (-78.223836 41.509004)
Rite Aid 04284,3601 Walnut Street,Harrisburg,Dauphin,PA,17109,Moderna,01/18/2021,200,POINT (-76.836931 40.288332)
Giant Eagle,510 East Pitt St.,Bedford,Bedford,PA,15522,Moderna,01/18/2021,100,POINT (-78.495077 40.019327)
Weis Markets Inc,1056 Wayne Avenue,Chambersburg,Franklin,PA,17201,Moderna,01/18/2021,100,POINT (-77.651329 39.911898)
Wegmans Food Markets Inc.,220 Highland Park Blvd.,Wilkes-barre,Luzerne,PA,18702,Moderna,01/18/2021,100,POINT (-75.861409 41.234593)
Weis Markets Inc,15260-2 Kutztown Road,Kutztown,Berks,PA,19530,Moderna,01/18/2021,100,POINT (-75.765862 40.528383)
Weis Markets Inc,65 Meadow Green Drive,Mifflinburg,Union,PA,17844,Moderna,01/18/2021,100,POINT (-77.031311 40.924542)
Weis Markets Inc,1195 Lowther Road,Camp Hill,Cumberland,PA,17011,Moderna,01/18/2021,100,POINT (-76.896632 40.234933)
Weis Markets Inc,719 Route 522,Selinsgrove,Snyder,PA,17870,Moderna,01/18/2021,100,POINT (-76.864729 40.810178)
Weis Markets Inc,1070 N Ninth Street,Stroudsburg,Monroe,PA,18360,Moderna,01/18/2021,100,POINT (-75.21832 40.989153)
Sam's Pharmacy #6460,2500 Plank Road Cmns,Altoona,Blair,PA,16601,Janssen Vaccine,05/25/2021,100,
Cvs Store #02575,4035 N. George St.,Manchester,York,PA,17345,Janssen Vaccine,05/11/2021,100,
Rite Aid 11089,1 Ice Cream Alley,Newtown,Bucks,PA,18940,Pfizer Vaccine,11/23/2021,1170,
Walmart Pharmacy #4276,1325 Main,Taylor,Lackawanna,PA,18517,Moderna Vaccine,09/28/2021,140,
Cvs Store #01615,1600 Main St.,Dickson City,Lackawanna,PA,18519,Janssen Vaccine,05/11/2021,100,
Rite Aid 10967,6090 Route 30,Greensburg,Westmoreland,PA,15601,Moderna Vaccine,07/20/2021,280,
Rite Aid 00185,741 Route 113,Souderton,Montgomery,PA,18964,Moderna Vaccine,05/11/2021,100,POINT (-75.308891 40.316846)
Blakeslee Pharmacy,393 Rte 940 Ste 1,Blakeslee,Monroe,PA,18610,Moderna Vaccine,04/27/2021,100,
Giant Eagle Inc.,4192 Glades Pike,Somerset,Somerset,PA,15501,Moderna Vaccine,06/22/2021,100,POINT (-79.108128 40.010249)
Rite Aid 00995,237 East Lancaster Avenue,Wayne,Chester,PA,19087,Moderna Vaccine,06/22/2021,280,POINT (-75.382506 40.043761)
Rite Aid 00223,452 South Lehigh Avenue,Frackville,Schuylkill,PA,17931,Pfizer Vaccine,06/22/2021,1170,POINT (-76.228145 40.778917)
Walmart Pharmacy #1792,1102 Million Dollar Hwy,St Marys,Elk,PA,15857,Moderna Vaccine,06/22/2021,140,POINT (-78.557971 41.390734)
Cvs Store #05094,328 Cochran Rd.,Mount Lebanon,Allegheny,PA,15228,Pfizer Vaccine,06/22/2021,1170,POINT (-80.052345 40.382447)
Giant Eagle Inc.,111 West Madison Street,Rochester,Beaver,PA,15074,Moderna Vaccine,06/22/2021,100,POINT (-80.28853 40.702417)
Rite Aid 04965,201 Grace Street,Pittsburgh,Allegheny,PA,15211,Moderna Vaccine,06/22/2021,280,
Rite Aid 11143,3807 W Lincoln Hwy,Downingtown,Chester,PA,19335,Pfizer Vaccine,06/22/2021,1170,POINT (-75.745238 39.99613)
Giant Eagle Inc.,5 Quaker Village Shopping Ctr # 37,Leetsdale,Allegheny,PA,15056,Moderna Vaccine,06/22/2021,100,POINT (-80.206338 40.56142)
Walmart Pharmacy #2145,2601 Macarthur Rd,Whitehall,Lehigh,PA,18052,Moderna Vaccine,06/22/2021,140,POINT (-75.492227 40.644372)
Walgreens Store #09676,99 Jefferson Ave,Washington,Washington,PA,15301,Moderna Vaccine,06/22/2021,140,POINT (-80.251761 40.171249)
Reading Community Pharmacy Inc,526 Penn St,Reading,Berks,PA,19602,Moderna Vaccine,06/22/2021,140,POINT (-75.926662 40.335345)
The Giant Company Store # 6050,2641 Shillington Road,Reading,Berks,PA,19608,Moderna Vaccine,06/22/2021,140,POINT (-75.999988 40.315464)
Walmart Pharmacy #2528,167 Hogan Blvd,Mill Hall,Clinton,PA,17751,Moderna Vaccine,06/29/2021,140,POINT (-77.476944 41.116217)
Walgreens Store #10520,3727 Peach St,Erie,Erie,PA,16508,Moderna Vaccine,06/29/2021,140,POINT (-80.081436 42.097444)
Walgreens Store #09950,2055 Old Washington Pike,Carnegie,Allegheny,PA,15106,Moderna Vaccine,06/29/2021,140,POINT (-80.09033 40.388045)
Rite Aid 11018,429 South Hanover Street,Carlisle,Cumberland,PA,17013,Moderna Vaccine,06/29/2021,280,POINT (-77.190062 40.195233)
Reading Community Pharmacy Inc,526 Penn St,Reading,Berks,PA,19602,Moderna Vaccine,06/29/2021,140,POINT (-75.926662 40.335345)
Rite Aid 10908,5990 University Blvd Ste30,Moon Township,Allegheny,PA,15108,Pfizer Vaccine,06/29/2021,1170,POINT (-80.218038 40.519528)
Rite Aid 00756,4606 Admiral Peary Highway,Ebensburg,Cambria,PA,15931,Pfizer Vaccine,06/29/2021,1170,POINT (-78.748612 40.472837)
Rite Aid 02568,2810 Memorial Highway,Shavertown,Luzerne,PA,18708,Moderna Vaccine,06/29/2021,280,
Giant Eagle Inc.,4192 Glades Pike,Somerset,Somerset,PA,15501,Moderna Vaccine,06/29/2021,100,POINT (-79.108128 40.010249)
Cvs Store #01918,840 Wayne Avenue,Chambersburg,Franklin,PA,17201,Pfizer Vaccine,06/29/2021,1170,POINT (-77.654819 39.916022)
Rite Aid 00793,1927 S Atherton St,State College,Centre,PA,16801,Moderna Vaccine,06/29/2021,280,POINT (-77.832123 40.78498)
Walmart Pharmacy #4404,50 Newberry Pkwy,Etters,York,PA,17319,Moderna Vaccine,06/29/2021,140,POINT (-76.813254 40.149682)
Rite Aid 01922,315 West Fourth Street,Quarryville,Lancaster,PA,17566,Moderna Vaccine,06/29/2021,280,POINT (-76.169588 39.893979)
Cvs Store #02782,1456 Ferry Rd.,Doylestown,Bucks,PA,18901,Moderna Vaccine,06/29/2021,140,POINT (-75.152166 40.340087)
Rite Aid 11029,3205 Cape Horn Road,Red Lion,York,PA,17356,Moderna Vaccine,06/29/2021,280,POINT (-76.628849 39.915473)
Walgreens Store #10282,30 Pine Creek Rd,Wexford,Allegheny,PA,15090,Moderna Vaccine,06/29/2021,140,POINT (-80.043468 40.586808)
Walmart Pharmacy #1591,6535 Grayson Rd,Harrisburg,Dauphin,PA,17111,Moderna Vaccine,06/29/2021,140,POINT (-76.769933 40.2626)
Giant Eagle Inc.,1356 Hoffman Blvd,West Mifflin,Allegheny,PA,15122,Moderna Vaccine,06/29/2021,100,POINT (-79.868676 40.382318)
Rite Aid 03768,1249 Horseshoe Pike,Downingtown,Chester,PA,19335,Moderna Vaccine,06/29/2021,280,POINT (-75.769464 40.036586)
Wegmans Food Markets Inc.,1056 E. Lancaster Ave,Downingtown,Chester,PA,19335,Moderna Vaccine,06/29/2021,140,POINT (-75.678286 40.018406)
The Giant Company Store # 6091,1760 Dekalb Pike,Blue Bell,Montgomery,PA,19422,Moderna Vaccine,06/29/2021,140,POINT (-75.307212 40.149205)
Cvs Store #02554,4214 Woodbourne Rd,Levittown,Bucks,PA,19057,Pfizer Vaccine,06/29/2021,1170,POINT (-74.856275 40.154466)
East Berlin Pharmacy,335 W. King St,East Berlin,Adams,PA,17316,Pfizer Vaccine,06/29/2021,450,POINT (-76.982572 39.939036)
Omnicare of King of Prussia #48333,600 Allendale Rd,King of Prussia,Montgomery,PA,19406,Moderna Vaccine,06/29/2021,280,POINT (-75.394986 40.098928)
Rite Aid 11172,4630 Perkiomen Avenue,Reading,Berks,PA,19606,Moderna Vaccine,06/29/2021,280,POINT (-75.860154 40.305939)
Rite Aid 10914,1700 Pine Hollow Road.,Mckees Rocks,Allegheny,PA,15136,Moderna Vaccine,06/22/2021,280,POINT (-80.096788 40.475305)
Cvs Store #02479,409 Harleysville Pike,Souderton,Montgomery,PA,18964,Pfizer Vaccine,06/22/2021,1170,POINT (-75.354288 40.311017)
Walmart Pharmacy #2535,500 Terry Rich Blvd,Saint Clair,Schuylkill,PA,17970,Pfizer Vaccine,06/22/2021,1170,POINT (-76.192112 40.729089)
Cvs Store #10767,4664 Browns Hill Rd.,Pittsburgh,Allegheny,PA,15217,Pfizer Vaccine,06/22/2021,1170,POINT (-79.923202 40.41411)
The Giant Company Store # 6243,Cedar Crest And Tilghman,Allentown,Lehigh,PA,18104,Moderna Vaccine,06/22/2021,140,
Cvs Store #01624,5001 Jonestown Road,Harrisburg,Dauphin,PA,17112,Moderna Vaccine,06/22/2021,280,POINT (-76.805117 40.306954)
Rite Aid 10891,843 Rostraver Road,Belle Vernon,Westmoreland,PA,15012,Moderna Vaccine,06/22/2021,280,POINT (-79.842985 40.13649)
Giant Eagle Inc.,1701 Lincoln Highway,North Versailles,Allegheny,PA,15137,Moderna Vaccine,06/22/2021,100,POINT (-79.786011 40.370408)
Rite Aid 01448,412 Broadway Street,Coraopolis,Allegheny,PA,15108,Moderna Vaccine,06/22/2021,280,POINT (-80.161093 40.516553)
Costco Pharmacy # 248,740 Upper State Road,Montgomery Township,Montgomery,PA,19454,Moderna Vaccine,06/22/2021,140,POINT (-75.23589 40.238897)
Rite Aid 00170,128 N Courtland Street,East Stroudsburg,Monroe,PA,18301,Moderna Vaccine,06/22/2021,280,POINT (-75.183088 41.002307)
Giant Eagle Inc.,200 Allegheny River Blvd.,Verona,Allegheny,PA,15147,Moderna Vaccine,06/22/2021,100,POINT (-79.843562 40.499226)
Cvs Store #01667,1052 Lititz Pike,Lititz,Lancaster,PA,17543,Moderna Vaccine,06/22/2021,140,POINT (-76.304873 40.129373)
Giant Eagle Inc.,181 Sophrira Lane,Altoona,Blair,PA,16602,Moderna Vaccine,06/22/2021,100,POINT (-78.38756 40.48529)
Walmart Pharmacy #4687,275 N Gulph Rd,King Of Prussia,Montgomery,PA,19406,Moderna Vaccine,06/22/2021,140,POINT (-75.399074 40.085315)
Walmart Pharmacy #3810,620 Gravel Pike,East Greenville,Montgomery,PA,18041,Moderna Vaccine,06/22/2021,140,POINT (-75.508383 40.413501)
Rite Aid 03400,420 North 3rd Street,Womelsdorf,Berks,PA,19567,Moderna Vaccine,06/22/2021,280,POINT (-76.188756 40.371154)
Walmart Pharmacy #3252,605 Conchester Hwy,Boothwyn,Delaware,PA,19061,Moderna Vaccine,06/22/2021,140,POINT (-75.449791 39.850205)
Cvs Store #01684,127 South Potter Street,Bellefonte,Centre,PA,16823,Moderna Vaccine,06/22/2021,280,POINT (-77.782409 40.910515)
Rite Aid 01662,980 East Main Street,Palmyra,Lebanon,PA,17078,Moderna Vaccine,06/22/2021,280,POINT (-76.581228 40.31453)
Rite Aid 00264,375 Philadelphia Street,Indiana,Indiana,PA,15701,Pfizer Vaccine,06/22/2021,1170,POINT (-79.145037 40.622848)
Walmart Pharmacy #1886,6520 Carlisle Pike Ste 550,Mechanicsburg,Cumberland,PA,17050,Pfizer Vaccine,06/22/2021,450,POINT (-77.023932 40.246394)
Rite Aid 11002,1020 Liberty Street,Franklin,Venango,PA,16323,Moderna Vaccine,06/22/2021,280,POINT (-79.825716 41.393751)
Rite Aid 11021,469 West Penn Avenue,Cleona,Lebanon,PA,17042,Moderna Vaccine,06/22/2021,280,POINT (-76.484023 40.335888)
Giant Eagle Inc.,105 Robertson Street,West Newton,Westmoreland,PA,15089,Moderna Vaccine,06/22/2021,100,POINT (-79.763928 40.218463)
Rite Aid 02264,2722 West 9th Street,Chester,Delaware,PA,19013,Moderna Vaccine,06/22/2021,280,POINT (-75.394803 39.836063)
Rite Aid 01733,1400 West Main Street,Jeffersonville,Montgomery,PA,19403,Moderna Vaccine,06/22/2021,280,POINT (-75.362854 40.123743)
Rite Aid 00813,104 E Third Street,Bethlehem,Northampton,PA,18015,Moderna Vaccine,06/22/2021,280,POINT (-75.376536 40.612003)
Giant Eagle Inc.,2650 Constitution Blvd.,Beaver Falls,Beaver,PA,15010,Moderna Vaccine,06/22/2021,100,POINT (-80.379079 40.775465)
Cvs Store #05103,1003 California Ave.,Natrona Heights,Allegheny,PA,15065,Moderna Vaccine,06/22/2021,140,POINT (-79.732474 40.61858)
Walmart Pharmacy #5888,3400 Hartzdale Dr,Camp Hill,Cumberland,PA,17011,Janssen Vaccine,05/25/2021,100,POINT (-76.925736 40.224847)
Mikes Pharmacy Medicine Shoppe 2055,211 West Washington Ave,Myerstown,Lebanon,PA,17067,Janssen Vaccine,05/25/2021,100,POINT (-76.309949 40.376283)
Weis Markets Inc,1195 Lowther Road,Camp Hill,Cumberland,PA,17011,Janssen Vaccine,05/25/2021,100,POINT (-76.896632 40.234933)
Walmart Pharmacy #2481,9300 State Route 61,Coal Township,Northumberland,PA,17866,Janssen Vaccine,05/25/2021,100,POINT (-76.506499 40.789012)
Sav-on Pharmacy,785 Starr St,Phoenixville,Chester,PA,19460,Moderna Vaccine,05/25/2021,100,POINT (-75.508901 40.123245)
Rite Aid 01355,504 Marion Ln,Brodheadsville,Monroe,PA,18322,Pfizer Vaccine,05/25/2021,1170,POINT (-75.399825 40.924358)
The Giant Company Store # 6447,2300 Linglestown Road,Harrisburg,Dauphin,PA,17110,Moderna Vaccine,05/25/2021,400,POINT (-76.861591 40.32909)
Cvs Store #00053,590 Palmyra Twnshp/rte 6,Hawley,Pike,PA,18428,Moderna Vaccine,05/11/2021,100,
The Giant Company Store # 6518,2350 Susquehanna Road,Roslyn,Montgomery,PA,19001,Moderna Vaccine,05/25/2021,100,POINT (-75.134547 40.12179)
The Medicine Shoppe Pharmacy,1740 E State St,Hermitage,Mercer,PA,16148,Moderna Vaccine,05/25/2021,100,POINT (-80.477434 41.233272)
The Giant Company Store # 6306,2130 Palomino Road,Dover,York,PA,17315,Moderna Vaccine,05/25/2021,100,POINT (-76.840522 39.994783)
Cvs Store #02370,3865 Derry Street,Harrisburg,Dauphin,PA,17111,Pfizer Vaccine,05/25/2021,2340,POINT (-76.820606 40.257917)
Weis Markets Inc,224 N Logan Blvd,Burnham,Mifflin,PA,17009,Moderna Vaccine,05/25/2021,100,POINT (-77.570555 40.63251)
Cvs Store #17638,201 S Hills Vlg,Pittsburgh,Allegheny,PA,15241,Moderna Vaccine,05/25/2021,200,POINT (-80.058254 40.344495)
The Giant Company Store # 6422,4320 N. 5th Street Highway,Temple,Berks,PA,19560,Moderna Vaccine,05/25/2021,100,POINT (-75.927597 40.399666)
Cvs Store #05709,405 W. Dubois Ave.,Dubois,Clearfield,PA,15801,Janssen Vaccine,05/25/2021,100,POINT (-78.762967 41.129055)
Rite Aid 02591,670 Philadelphia Avenue,Reading,Berks,PA,19607,Janssen Vaccine,05/25/2021,200,POINT (-75.948321 40.298114)
Cvs Store #07670,620 Old Philadelphia Rd.,Easton,Northampton,PA,18042,Janssen Vaccine,05/25/2021,200,POINT (-75.210564 40.677799)
Walmart Pharmacy #1529,2801 E Market St Bldg B,York,York,PA,17402,Pfizer Vaccine,05/25/2021,1170,POINT (-76.673255 39.975306)
Giant Eagle Inc.,223 Grove City Rd.,Slippery Rock,Butler,PA,16057,Moderna Vaccine,05/25/2021,100,POINT (-80.051839 41.070254)
Cvs Store #01074,870 E. Baltimore Pike,Kennett Square,Chester,PA,19348,Pfizer Vaccine,05/25/2021,1170,POINT (-75.680376 39.862614)
Walgreens Store #04214,1211 Bristol Oxford Valley Rd,Levittown,Bucks,PA,19057,Janssen Vaccine,05/25/2021,100,POINT (-74.874992 40.165017)
Cvs Store #02158,32-54 West Lemon Street,Lancaster,Lancaster,PA,17603,Pfizer Vaccine,05/25/2021,1170,POINT (-76.30835 40.04415)
The Giant Company Store # 6277,7673 Lake Raystown Shopping Center,Huntingdon,Huntingdon,PA,16652,Moderna Vaccine,05/25/2021,100,POINT (-78.013383 40.479429)
Bath Drug Pharmacy,310 S Walnut St,Bath,Northampton,PA,18014,Moderna Vaccine,05/25/2021,100,POINT (-75.392723 40.723163)
Weis Markets Inc,553-555 Mahoning Street,Milton,Northumberland,PA,17847,Pfizer Vaccine,05/25/2021,17550,POINT (-76.84489 41.011526)
Cvs Store #17577,31 Wilson Ave,Hanover,York,PA,17331,Moderna Vaccine,05/25/2021,200,POINT (-76.997595 39.828839)
Walmart Pharmacy #5239,567 Route 100 N,Bechtelsville,Berks,PA,19505,Janssen Vaccine,05/25/2021,100,POINT (-75.628006 40.35162)
Professional Pharmacy and Convalesc,920 N Charlotte Street,Pottstown,Montgomery,PA,19464,Moderna Vaccine,05/25/2021,100,POINT (-75.633636 40.259756)
The Giant Company Store # 6112,255 S Spring Garden Street,Carlisle,Cumberland,PA,17013,Moderna Vaccine,05/25/2021,400,POINT (-77.181721 40.196578)
Sav-on Pharmacy,39 Leopard Rd,Paoli,Chester,PA,19301,Moderna Vaccine,05/25/2021,100,POINT (-75.476216 40.039781)
The Giant Company Store # 6308,1570 Oakland Avenue,Indiana,Indiana,PA,15701,Moderna Vaccine,05/25/2021,100,POINT (-79.172406 40.614732)
Walmart Pharmacy #5200,2030 Fruitville Pike,Lancaster,Lancaster,PA,17601,Janssen Vaccine,05/25/2021,100,POINT (-76.324515 40.076076)
Cvs Store #01787,4950 Freemansburg Ave.,Easton,Northampton,PA,18045,Pfizer Vaccine,05/25/2021,1170,POINT (-75.299996 40.649278)
Weis Markets Inc,1020 Northern Blvd,Clarks Summit,Lackawanna,PA,18411,Moderna Vaccine,05/25/2021,100,POINT (-75.691927 41.483966)
Weis Markets Inc,901 E Main St Suite 25,Palmyra,Lebanon,PA,17078,Moderna Vaccine,05/25/2021,100,POINT (-76.583724 40.313395)
Walgreens Store #13787,1800 Center St,Camp Hill,Cumberland,PA,17011,Moderna Vaccine,05/25/2021,100,POINT (-76.931906 40.25995)
Walmart Pharmacy #5795,800 Commons Dr,Oxford,Chester,PA,19363,Janssen Vaccine,05/25/2021,100,POINT (-75.976543 39.795202)
Rite Aid 02510,43-47 Baltimore Street,Hanover,York,PA,17331,Janssen Vaccine,05/25/2021,400,POINT (-76.982492 39.799752)
Weis Markets Inc,3369 Route 100,Macungie,Lehigh,PA,18062,Moderna Vaccine,05/25/2021,100,POINT (-75.563144 40.518631)
Giant Eagle Inc.,4810 Old William Penn Highway,Export,Westmoreland,PA,15632,Moderna Vaccine,05/25/2021,100,POINT (-79.662289 40.423604)
The Giant Company Store # 6427,315 York Road,Willow Grove,Montgomery,PA,19090,Moderna Vaccine,05/25/2021,100,POINT (-75.115844 40.146541)
Cvs Store #10045,2239 Perkiomen Ave.,Reading,Berks,PA,19606,Pfizer Vaccine,05/25/2021,1170,POINT (-75.892787 40.327858)
Giant Eagle Inc.,541 Allegheny Boulevard,Franklin,Venango,PA,16323,Moderna Vaccine,05/25/2021,100,POINT (-79.808704 41.40217)
Red Cross Pharmacy,420 Main Street,Forest City,Susquehanna,PA,18421,Janssen Vaccine,05/25/2021,100,POINT (-75.469873 41.633375)
Cvs Store #00675,159 N. Macdade Blvd.,Glenolden,Delaware,PA,19036,Pfizer Vaccine,05/25/2021,1170,POINT (-75.286956 39.907414)
Cvs Store #01159,760 Miles Rd.,West Chester,Chester,PA,19380,Pfizer Vaccine,05/25/2021,1170,POINT (-75.628143 39.963855)
The Giant Company Store # 6330,301 Town Center Blvd,Easton,Northampton,PA,18040,Moderna Vaccine,05/25/2021,100,POINT (-75.221014 40.712285)
Cvs Store #02040,2193 York Rd,Jamison,Bucks,PA,18929,Pfizer Vaccine,05/25/2021,1170,POINT (-75.089321 40.254311)
5 Star Pharmacy Andmedical Supply,209 2nd Street Pike,Southampton,Bucks,PA,18966,Moderna Vaccine,05/25/2021,100,POINT (-75.027619 40.196751)
Walmart Pharmacy #2300,250 Summit Park Dr,Pittsburgh,Allegheny,PA,15275,Pfizer Vaccine,05/25/2021,2340,POINT (-80.177235 40.448503)
Giant Eagle Inc.,200 Tarentum Bridge Road,New Kensington,Westmoreland,PA,15068,Moderna Vaccine,05/25/2021,100,POINT (-79.751001 40.590244)
Walgreens Store #10837,379 North St,Meadville,Crawford,PA,16335,Moderna Vaccine,05/25/2021,100,POINT (-80.147577 41.640319)
Rite Aid 11143,3807 Lincoln Highway,Downingtown,Chester,PA,19335,Pfizer Vaccine,05/25/2021,1170,POINT (-75.745238 39.99613)
Cvs Store #10371,1040 West Chester Pike,West Chester,Chester,PA,19382,Pfizer Vaccine,05/25/2021,1170,POINT (-75.576206 39.968166)
Cvs Store #17680,749 N Krocks Rd,Allentown,Lehigh,PA,18106,Moderna Vaccine,05/25/2021,200,POINT (-75.564037 40.565059)
Pharmerica - King of Prussia,489 Shoemaker Road,King of Prussia,Montgomery,PA,19406,Moderna Vaccine,05/25/2021,100,POINT (-75.353077 40.082452)
Walmart Pharmacy #3634,35 Plaza Dr,Tamaqua,Schuylkill,PA,18252,Janssen Vaccine,05/25/2021,100,POINT (-75.988007 40.836791)
Sav-on Pharmacy,400 Simpson Dr Unit a,Chester Springs,Chester,PA,19425,Moderna Vaccine,05/25/2021,100,POINT (-75.688957 40.077484)
Sam's Pharmacy #6675,7200 Peach St,Erie,Erie,PA,16509,Janssen Vaccine,05/25/2021,100,POINT (-80.086108 42.053527)
Weis Markets Inc,237 S Mountain Blvd,Mountain Top,Luzerne,PA,18707,Moderna Vaccine,05/25/2021,100,POINT (-75.899122 41.145358)
Walmart Pharmacy #3564,2101 Blair Mill Rd,Willow Grove,Montgomery,PA,19090,Pfizer Vaccine,05/25/2021,2340,POINT (-75.143069 40.156956)
The Giant Company Store # 6121,50 Briar Creek Plaza,Berwick,Columbia,PA,18603,Moderna Vaccine,05/25/2021,100,POINT (-76.274657 41.047728)
Cvs Store #10825,2400 Butler Pike,Plymouth Meeting,Montgomery,PA,19462,Janssen Vaccine,05/25/2021,200,POINT (-75.272638 40.109063)
The Giant Company Store # 6006,136 Kline Village,Harrisburg,Dauphin,PA,17104,Moderna Vaccine,05/25/2021,100,POINT (-76.840604 40.271531)
Rite Aid 10908,5990 University Blvd Ste30,Moon Township,Allegheny,PA,15108,Pfizer Vaccine,05/25/2021,1170,POINT (-80.218038 40.519528)
Rite Aid 11144,101 Wallace Avenue,Downingtown,Chester,PA,19335,Janssen Vaccine,05/25/2021,200,POINT (-75.703437 40.009531)
Walgreens Store #09675,6201 Saltsburg Rd,Pittsburgh,Allegheny,PA,15235,Moderna Vaccine,05/25/2021,200,
Weis Markets Inc,2020 N 13th Street,Reading,Berks,PA,19604,Janssen Vaccine,05/25/2021,100,POINT (-75.911435 40.365723)
Walmart Pharmacy #5469,1881 Baltimore Pike,Hanover,York,PA,17331,Janssen Vaccine,05/25/2021,100,POINT (-76.95889 39.761592)
Sav-on Pharmacy,6800 New Falls Rd,Levittown,Bucks,PA,19057,Moderna Vaccine,05/25/2021,100,POINT (-74.858172 40.152349)
Cvs Store #07677,165 South Richland Avenue,York,York,PA,17404,Pfizer Vaccine,05/25/2021,1170,POINT (-76.748594 39.953129)
Sav-on Pharmacy,48 West Rd,Newtown,Bucks,PA,18940,Moderna Vaccine,05/25/2021,100,POINT (-74.943755 40.23436)
The Giant Company Store # 6484,1605 Lititz Pike,Lancaster,Lancaster,PA,17601,Moderna Vaccine,05/25/2021,200,POINT (-76.307282 40.067666)
Cvs Store #04152,5600 Wilkins Ave,Pittsburgh,Allegheny,PA,15217,Janssen Vaccine,05/25/2021,200,POINT (-79.927649 40.444057)
The Giant Company Store # 6523,2180 West Chester Pike,Broomall,Delaware,PA,19008,Moderna Vaccine,05/25/2021,300,POINT (-75.344996 39.979161)
Cvs Store #00338,2333 Welsh Rd..,Lansdale,Montgomery,PA,19446,Pfizer Vaccine,05/25/2021,1170,POINT (-75.318671 40.262611)
GIANT EAGLE INC.,5 Quaker Village S.c.,Leetsdale,Allegheny,PA,15056,Moderna Vaccine,04/20/2021,100,
Rite Aid Pharmacy 01398,1 East High Street,Union City,Erie County,PA,16438,Moderna,01/25/2021,200,POINT (-79.845023 41.899611)
Rite Aid Pharmacy 10899,3200 Oregon Drive,Lower Burrell,Westmoreland County,PA,15068,Moderna,01/25/2021,200,POINT (-79.701507 40.584638)
Rite Aid Pharmacy 11036,1913 East Third Street,Williamsport,Lycoming County,PA,17701,Moderna,01/25/2021,200,POINT (-76.963834 41.248756)
